product,rating,rating count,price,product url
The 355  ,4.2 out of 5 stars,"10,164  ",3.99,https://amazon.com/355-Jessica-Chastain/dp/B09K9PHGRB/ref=sr_1_24?keywords=t+a+b+l+e+s&qid=1664552347&qu=eyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-24
"Neonatal Hematology: Pathogenesis, Diagnosis, and Management of Hematologic Problems  ",3.9 out of 5 stars,5  ,49.01,https://amazon.com/sspa/click?ie=UTF8&spc=MTo1NTkxNDkzODQ4ODMxNjIwOjE2NjQ1NTIzNDc6c3BfbXRmOjIwMDA1MzcyNTA3ODUxMTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FNeonatal-Hematology-Pathogenesis-Management-Hematologic%2Fdp%2F1108488986%2Fref%3Dsr_1_27_sspa%3Fkeywords%3Dt%2Ba%2Bb%2Bl%2Be%2Bs%26qid%3D1664552347%26qu%3DeyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%253D%253D%26sr%3D8-27-spons%26psc%3D1
PCEP Book 4: Specialized Newborn Care (Volume 4) (Perinatal Continuing Education Program)  ,4.5 out of 5 stars,10  ,75.94,https://amazon.com/sspa/click?ie=UTF8&spc=MTo1NTkxNDkzODQ4ODMxNjIwOjE2NjQ1NTIzNDc6c3BfbXRmOjIwMDA3NTg2MTQ3MDY5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FPCEP-Book-Specialized-Perinatal-Continuing%2Fdp%2F1610025008%2Fref%3Dsr_1_28_sspa%3Fkeywords%3Dt%2Ba%2Bb%2Bl%2Be%2Bs%26qid%3D1664552347%26qu%3DeyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%253D%253D%26sr%3D8-28-spons%26psc%3D1
Knives Out  ,4.5 out of 5 stars,"78,797  ",3.99,https://amazon.com/Knives-Out-Ana-Armas/dp/B081W544J7/ref=sr_1_30?keywords=t+a+b+l+e+s&qid=1664552347&qu=eyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-30
Girl/Girl Scene - The Movie  ,2.4 out of 5 stars,172  ,1.99,https://amazon.com/Girl-Scene-Movie-Tucky-Williams/dp/B07PB5DWVJ/ref=sr_1_31?keywords=t+a+b+l+e+s&qid=1664552347&qu=eyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-31
"Dune - Complete Series - 2-Disc Set ( Frank Herbert's Dune (3 Parts) ) [ Blu-Ray, Reg.A/B/C Import - Germany ]  ",4.5 out of 5 stars,518  ,26.28,https://amazon.com/Dune-Complete-Herberts-Blu-Ray-Reg/dp/B00HG3P5MC/ref=sr_1_33?keywords=t+a+b+l+e+s&qid=1664552347&qu=eyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-33
Obsession  ,4.3 out of 5 stars,"1,551  ",3.99,https://amazon.com/Obsession-Mekhi-Phifer/dp/B07X6KQMCC/ref=sr_1_34?keywords=t+a+b+l+e+s&qid=1664552347&qu=eyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-34
Inpatient Obstetric Nurse Exam Prep 2022-2023: RNC Study Guide + 350 Test Questions and Detailed Answer Explanations (Includes 2 Full-Length Practice Exams)  ,4.1 out of 5 stars,48  ,24.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo1NTkxNDkzODQ4ODMxNjIwOjE2NjQ1NTIzNDc6c3BfYnRmOjIwMDAzNjg3OTQ2Nzc5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FInpatient-Obstetric-Nurse-Exam-2022-2023%2Fdp%2F1989726852%2Fref%3Dsr_1_37_sspa%3Fkeywords%3Dt%2Ba%2Bb%2Bl%2Be%2Bs%26qid%3D1664552347%26qu%3DeyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%253D%253D%26sr%3D8-37-spons%26psc%3D1
S.T.A.B.L.E. - Cardiac Module: Recognition and Stabilization of Neonates with Severe CHD  ,4.9 out of 5 stars,49  ,64.95,https://amazon.com/sspa/click?ie=UTF8&spc=MTo1NTkxNDkzODQ4ODMxNjIwOjE2NjQ1NTIzNDc6c3BfYnRmOjIwMDA4Nzc2NzM4NzU0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FS-T-B-L-Recognition-Stabilization-Neonates%2Fdp%2F1937967174%2Fref%3Dsr_1_38_sspa%3Fkeywords%3Dt%2Ba%2Bb%2Bl%2Be%2Bs%26qid%3D1664552347%26qu%3DeyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%253D%253D%26sr%3D8-38-spons%26psc%3D1
S.T.A.B.L.E. - Cardiac Module: Recognition and Stabilization of Neonates with Severe CHD  ,4.9 out of 5 stars,49  ,64.95,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A07854803CRTQ33SH159M&url=%2FS-T-B-L-Recognition-Stabilization-Neonates%2Fdp%2F1937967174%2Fref%3Dsr_1_33_sspa%3Fkeywords%3Dt%2Ba%2Bb%2Bl%2Be%2Bs%26qid%3D1664552351%26sr%3D8-33-spons%26psc%3D1&qualifier=1664552351&id=8764119218353993&widgetName=sp_atf_next
Inpatient Obstetric Nurse Exam Prep 2022-2023: RNC Study Guide + 350 Test Questions and Detailed Answer Explanations (Includes 2 Full-Length Practice Exams)  ,4.1 out of 5 stars,48  ,24.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A10398031ZHR80N7OO7KH&url=%2FInpatient-Obstetric-Nurse-Exam-2022-2023%2Fdp%2F1989726852%2Fref%3Dsr_1_34_sspa%3Fkeywords%3Dt%2Ba%2Bb%2Bl%2Be%2Bs%26qid%3D1664552351%26sr%3D8-34-spons%26psc%3D1&qualifier=1664552351&id=8764119218353993&widgetName=sp_atf_next
Lady of the Manor  ,3.5 out of 5 stars,"1,305  ",3.99,https://amazon.com/Lady-Manor-Melanie-Lynskey/dp/B09G56XZBJ/ref=sr_1_35?keywords=t+a+b+l+e+s&qid=1664552351&sr=8-35
Goldeneye  ,4.6 out of 5 stars,"3,495  ",3.99,https://amazon.com/Goldeneye-Pierce-Brosnan-James-Bond/dp/B0020PJJHS/ref=sr_1_37?keywords=t+a+b+l+e+s&qid=1664552351&sr=8-37
"The S.T.A.B.L.E. Program: Post-Resuscitation/Pre-Transport Stabilization Care for Sick Infants (Karlsen, Pre-Transport / Post-Resuscition Stabilization) by Karlsen, Kristine A. 6th (sixth) Edition (9/30/2012)  ",5.0 out of 5 stars,2  ,61.36,https://amazon.com/S-T-B-L-Program-Post-Resuscitation-Post-Resuscition/dp/B00CAYKW84/ref=sr_1_42?keywords=t+a+b+l+e+s&qid=1664552351&sr=8-42
PCEP Book 4: Specialized Newborn Care (Volume 4) (Perinatal Continuing Education Program)  ,4.5 out of 5 stars,10  ,75.94,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A01968843M7RT7UYN223E&url=%2FPCEP-Book-Specialized-Perinatal-Continuing%2Fdp%2F1610025008%2Fref%3Dsr_1_43_sspa%3Fkeywords%3Dt%2Ba%2Bb%2Bl%2Be%2Bs%26qid%3D1664552351%26sr%3D8-43-spons%26psc%3D1&qualifier=1664552351&id=8764119218353993&widgetName=sp_mtf
Fast Facts for the L&D Nurse: Labor and Delivery Orientation  ,4.6 out of 5 stars,6  ,30.79,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A09868352LAN3SD5OY1BZ&url=%2FFast-Facts-Nurse-Delivery-Orientation%2Fdp%2F0826151248%2Fref%3Dsr_1_44_sspa%3Fkeywords%3Dt%2Ba%2Bb%2Bl%2Be%2Bs%26qid%3D1664552351%26sr%3D8-44-spons%26psc%3D1&qualifier=1664552351&id=8764119218353993&widgetName=sp_mtf
Last Holiday  ,4.8 out of 5 stars,"15,677  ",2.99,https://amazon.com/Last-Holiday-LL-Cool-J/dp/B00K0V8NRQ/ref=sr_1_46?keywords=t+a+b+l+e+s&qid=1664552351&sr=8-46
Dead Men Don't Wear Plaid  ,4.6 out of 5 stars,"1,582  ",16.59,https://amazon.com/Dead-Men-Dont-Wear-Plaid/dp/B097XB8YFF/ref=sr_1_48?keywords=t+a+b+l+e+s&qid=1664552351&sr=8-48
Llamageddon  ,3.9 out of 5 stars,533  ,2.99,https://amazon.com/Llamageddon-Louie-TheLlama/dp/B07KWBZFCB/ref=sr_1_50?keywords=t+a+b+l+e+s&qid=1664552351&sr=8-50
Glitter Dr Strange Cake Topper Dr Strange Birthday Party Supplies Decor for Boys Girls Dr Strange Themed Birthday Party Decoration  ,5.0 out of 5 stars,2  ,7.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A06024062S5ORKUW1YVFD&url=%2FGlitter-Strange-Birthday-Supplies-Decoration%2Fdp%2FB0B56FDCMJ%2Fref%3Dsr_1_53_sspa%3Fkeywords%3Dt%2Ba%2Bb%2Bl%2Be%2Bs%26qid%3D1664552351%26sr%3D8-53-spons%26psc%3D1&qualifier=1664552351&id=8764119218353993&widgetName=sp_btf
EKG/ECG Interpretation: Everything you Need to Know about the 12 - Lead ECG/EKG Interpretation and How to Diagnose and Treat Arrhythmias  ,4.5 out of 5 stars,"1,263  ",15.66,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A013252875KM3O1Y04S8&url=%2FEKG-ECG-Interpretation-Everything-Arrhythmias%2Fdp%2F173474135X%2Fref%3Dsr_1_54_sspa%3Fkeywords%3Dt%2Ba%2Bb%2Bl%2Be%2Bs%26qid%3D1664552351%26sr%3D8-54-spons%26psc%3D1&qualifier=1664552351&id=8764119218353993&widgetName=sp_btf
Inpatient Obstetric Nurse Exam Prep 2022-2023: RNC Study Guide + 350 Test Questions and Detailed Answer Explanations (Includes 2 Full-Length Practice Exams)  ,4.1 out of 5 stars,48  ,24.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A10398031ZHR80N7OO7KH&url=%2FInpatient-Obstetric-Nurse-Exam-2022-2023%2Fdp%2F1989726852%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Dt%2Ba%2Bb%2Bl%2Be%2Bs%26qid%3D1664552356%26qu%3DeyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%253D%253D%26sr%3D8-49-spons%26psc%3D1&qualifier=1664552356&id=5428591809593917&widgetName=sp_atf_next
"Neonatal Hematology: Pathogenesis, Diagnosis, and Management of Hematologic Problems  ",3.9 out of 5 stars,5  ,49.01,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A04798821G5GA89BEOGV5&url=%2FNeonatal-Hematology-Pathogenesis-Management-Hematologic%2Fdp%2F1108488986%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dt%2Ba%2Bb%2Bl%2Be%2Bs%26qid%3D1664552356%26qu%3DeyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%253D%253D%26sr%3D8-50-spons%26psc%3D1&qualifier=1664552356&id=5428591809593917&widgetName=sp_atf_next
Jack Reacher: Never Go Back  ,4.6 out of 5 stars,"16,923  ",2.99,https://amazon.com/Jack-Reacher-Never-Go-Back/dp/B01LZ1UIP9/ref=sr_1_52?keywords=t+a+b+l+e+s&qid=1664552356&qu=eyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-52
My Fiance's Dad: A Forbidden Romance (Forbidden Fantasies)  ,4.1 out of 5 stars,"2,040  ",0.0,https://amazon.com/My-Fiances-Dad-Forbidden-Fantasies-ebook/dp/B089DS3H1F/ref=sr_1_55?keywords=t+a+b+l+e+s&qid=1664552356&qu=eyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-55
The Bear and the Doll  ,4.1 out of 5 stars,17  ,41.95,https://amazon.com/Bear-Doll-Brigitte-Bardot/dp/B00028G54A/ref=sr_1_56?keywords=t+a+b+l+e+s&qid=1664552356&qu=eyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-56
The Secret: Dare to Dream  ,4.6 out of 5 stars,"35,528  ",3.99,https://amazon.com/Secret-Dare-Dream-Katie-Holmes/dp/B08DH97MG2/ref=sr_1_57?keywords=t+a+b+l+e+s&qid=1664552356&qu=eyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-57
Fast Facts for the L&D Nurse: Labor and Delivery Orientation  ,4.6 out of 5 stars,6  ,30.79,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A09868352LAN3SD5OY1BZ&url=%2FFast-Facts-Nurse-Delivery-Orientation%2Fdp%2F0826151248%2Fref%3Dsr_1_59_sspa%3Fkeywords%3Dt%2Ba%2Bb%2Bl%2Be%2Bs%26qid%3D1664552356%26qu%3DeyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%253D%253D%26sr%3D8-59-spons%26psc%3D1&qualifier=1664552356&id=5428591809593917&widgetName=sp_mtf
PCEP Book 4: Specialized Newborn Care (Volume 4) (Perinatal Continuing Education Program)  ,4.5 out of 5 stars,10  ,75.94,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A01968843M7RT7UYN223E&url=%2FPCEP-Book-Specialized-Perinatal-Continuing%2Fdp%2F1610025008%2Fref%3Dsr_1_60_sspa%3Fkeywords%3Dt%2Ba%2Bb%2Bl%2Be%2Bs%26qid%3D1664552356%26qu%3DeyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%253D%253D%26sr%3D8-60-spons%26psc%3D1&qualifier=1664552356&id=5428591809593917&widgetName=sp_mtf
Skechers Women's Go Walk 5-Honor Sneaker  ,4.6 out of 5 stars,"9,756  ",44.99,https://amazon.com/Skechers-Womens-GO-Walk-Honor/dp/B07N12XY6N/ref=sr_1_64?keywords=t+a+b+l+e+s&qid=1664552356&qu=eyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-64
Fifty Shades of Grey (Unrated Edition)  ,4.5 out of 5 stars,"66,061  ",3.99,https://amazon.com/Fifty-Shades-Unrated-Dakota-Johnson/dp/B00VGRDDUK/ref=sr_1_66?keywords=t+a+b+l+e+s&qid=1664552356&qu=eyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-66
"ShowerMaxx, Extra Long Double Interlock Stainless Steel 60 Inch Handheld Shower Head Hose Strechable to 80 Inch, Solid Brass Connector, Flexible, No Twist Hose, Leak Proof, Polished Chrome Finish  ",4.7 out of 5 stars,193  ,18.97,https://amazon.com/ShowerMaxx-Interlock-Stainless-Strechable-Connector/dp/B07KYVXZ12/ref=sr_1_67?keywords=t+a+b+l+e+s&qid=1664552356&qu=eyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sr=8-67
Glitter Dr Strange Cake Topper Dr Strange Birthday Party Supplies Decor for Boys Girls Dr Strange Themed Birthday Party Decoration  ,5.0 out of 5 stars,2  ,7.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A06024062S5ORKUW1YVFD&url=%2FGlitter-Strange-Birthday-Supplies-Decoration%2Fdp%2FB0B56FDCMJ%2Fref%3Dsr_1_69_sspa%3Fkeywords%3Dt%2Ba%2Bb%2Bl%2Be%2Bs%26qid%3D1664552356%26qu%3DeyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%253D%253D%26sr%3D8-69-spons%26psc%3D1&qualifier=1664552356&id=5428591809593917&widgetName=sp_btf
"Gravity Cake Topper Cartoon Anime Cake Decorations Gravity Birthday Decoration Gravity Party Decoraions, Cartoon Anime Gravity Cartoon Themed Birthday Party Supplies for Kids and Adults  ",3.0 out of 5 stars,1  ,7.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A05637061G6207BYF6VBU&url=%2FDecorations-Birthday-Decoration-Decoraions-Supplies%2Fdp%2FB0B83SD275%2Fref%3Dsr_1_70_sspa%3Fkeywords%3Dt%2Ba%2Bb%2Bl%2Be%2Bs%26qid%3D1664552356%26qu%3DeyJxc2MiOiIxLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%253D%253D%26sr%3D8-70-spons%26psc%3D1&qualifier=1664552356&id=5428591809593917&widgetName=sp_btf
